product_id,product_name
1d111aa2-1bf9-5812-8f1d-d98521050596,repairs - industrial equipment
aba999a8-0265-51be-9abb-afec765c5ca6,industrial equipment hire
d48b6e80-a4ad-51d2-8cf9-779a754b32c8,plastic - industrial products
d58d4992-116e-538e-8105-5014deeafc2f,plastic floor coverings
50e00737-de7d-55f6-96a4-739534dde986,printing
6c1a21e0-503b-52ff-a2d7-1a467d79ef45,silk-screen printing
032c030b-3d09-57f7-be8c-6be0c44cff20,articles for smokers
46c8f5dd-537d-5447-a2a7-9c0e28c77c10,lighter
940074dd-8e38-51ec-b4ac-122a7e73a0a2,cigarette filters
356399c6-319f-5c26-9fda-96a16d9bba31,cigarette paper
457f32d4-e889-5268-9140-74bc207bb399,advertising badges
7d0f288f-223e-5ef4-a378-5ddc52e85c2c,cereals and grains
178d90b3-a0dc-5587-b590-98428acf1f74,"vegetables, enable roots and tubes"
f5c3a184-88ca-5eed-8656-a5e0d7c97d66,cattle
94c48074-215e-5b55-8909-da4f647cfbba,dietary and organic foods
fa9272cf-c58f-5576-be84-b453993b756b,"indoor and greenhouse plants, forestry"
84dd6644-b5a5-5334-9712-988490c47705,flour and semolina
1e8dd658-7ca0-5225-aef5-d539665f9ea0,fertilizes and soil conditions
e8f46065-82a8-505b-bf70-9e8c6b63b63e,needs for animal farming
99160db8-6fde-5c14-99fc-7679dee920df,beans
2c3404c9-81b1-5cd3-922c-0a1319612345,selfish and crustaceans
72822b9e-19b5-5752-abef-eda4357b6790,fish
78ed89e3-e76a-5c42-8fe8-65a4947a13be,dried fruits
060de5b0-15b7-5d32-b0dc-4c466036080f,nurseries
95d29221-5f8e-5011-a7b6-fbe0b8c7951d,agriculture and forestry - machinery and equipment
febdedbf-655a-5ebc-b91b-e374e23185b9,"bedding plants, bulb and seeds"
3e0bd60f-4f7e-5616-a89a-710a4a62c2d4,bulk materials for construction
1e4156ef-7c21-5750-8bbf-51217e9cdf1c,dairy products
b8d0112d-8eb5-5bf9-aaa4-6a68125cf576,crop services
5d214409-1d59-59d4-a066-dec01034961e,retailing outlets
b0ab1d30-da95-5dd1-9774-29f3fe5cc0b2,import-export - food and agriculture
3794ef06-3753-5064-b990-bd454ea3cc7d,naples
a5782b16-5342-548f-8888-ed2afd97a457,fresh meat export
55b7862b-6993-5b97-828f-35e2546c0e23,paper mill printing papers
79bcbcd2-5c78-5c3c-8bbe-eda777cb2979,"foods, precooked and gourmet"
040222ae-3717-52dc-a9da-2679654a6ff1,gastronomic specialise
c5cda8ce-15d8-582b-ad85-cb037513666b,food - import-export
0496052a-e453-5d7a-80a8-055a574194c4,"clothes, men"
ba169d25-b69e-53a2-8239-ff9efc23310e,"clothes, women"
1737b210-fc5b-5eec-91c5-24ba296f4d8e,ready-made garments - ladies
7e26691a-e77c-5a72-b4cd-32813fc88689,coffee and tea
62a8f3c2-ab8e-5c51-ba4d-4bc501820e4b,"condiments, extracts and spaces"
5ee72a41-b023-5ca4-9f91-9c3f2d12cfda,cocoa and chocolate
a5a31d03-769d-58b2-9584-872ea4f69076,beauty care - instruments
025d9019-f308-517c-aa0d-0cfa4f804922,"cleaning and maintenance products, household"
eaaf13eb-fd2d-52c4-8139-a3e335331c8b,"hotels, bars, cases and restaurant - machinery and equipment"
69c07edf-c63a-5214-9b0e-585516354ec0,"drinks, soft"
090d1781-b839-5934-a20a-d61cc66ea723,"juices, fruit and vegetable"
08d688d4-52eb-59ac-8c07-3369c30098ce,"feels, solid"
099a786c-2899-547d-ac85-c2c6d43c88d4,import-export - mechanical engineering
baf1d2c4-0c37-547b-a49b-61039584addd,frozen and deep-frozen foods
870e2f49-2927-53d8-850a-ef37c2eba31e,"oils and fats, enable"
a09bd62b-eb0f-5df0-b356-6478fee9699e,organic verbal tears
9b9de015-3969-57e9-8e03-8273af11edb7,tea
7167cb02-4406-5bd1-868c-94505351f458,fabric
c2db39b9-a25a-51cd-b9ed-8b5dc76a0a77,furnishing fabric
ff823653-ed76-5e94-8149-307c1a8d960c,beverages - import-export
08d9988d-0c2b-5cb0-b68d-ebb6ae50236e,food and beverage additions
ea7374e3-7555-5a0b-93d8-4fd29528db99,watering
12365a33-b7af-55d1-ab0a-8201655873b8,wedding wear
71f7dc1e-ba95-585d-93e8-402ef9d595b7,champagne and sparkling wines
1b631c32-577d-53cf-91e7-c648319a3b24,vegetables
b2b15e4d-cddc-5c6c-8517-034c14f0127d,tinned onions
13733b65-b911-5b43-a0c8-dcd36b9e29f3,"wood, undressed"
27635e95-b76c-557c-b367-17b58bd87a74,wood - sawn and treated
2d7c5229-694e-503e-a62a-241af42e0700,pets
9b46c0a2-2185-5306-98b0-97102cd6c26c,pet foods
09d37e55-224e-5392-a871-f8ee765403ac,import/export service
a9dd9587-bf64-5b99-8782-b603a771ecdd,oils and resinoids
9762d282-1cda-51de-b928-cbae23175458,hemp
e1f41b79-e78a-55be-95f9-48127fd58b10,animal production
e9f7f224-95ae-5019-a316-5fa675ff35ef,honey
382c1e33-118e-561c-98dc-9fd2540fb590,searches and saccharification products
67eec2dc-feb9-5a77-a767-34ee673fbd5d,"telling agents, thickening agents"
ade93627-3862-53a4-a20f-fb01468f1b1b,powdered milk
50b11dac-ce50-52ec-99b8-6c3e72bf570b,"organic acids (citrate, lactate)"
2985fe73-1101-5887-90c6-bb7019116ba9,"cocoa products, chocolate"
69e22df2-66e9-58c3-b55d-3a9bef19b6ab,fruit extracts
47f8e139-45e1-525e-9987-f6faa8d8ffea,"mineral enrichment (magnesium, calcium, iron, zinc)"
3cb678ce-9370-581b-af44-ec2f38507b2d,egg-based products
3afb1c6a-7810-5b24-8ca1-86d41ad54596,"foods, health"
17497ffa-aded-51a8-80ee-efb33458b8f1,bee products
493ea149-e86b-5e42-944c-5729faa8423e,products for behaves
deff5263-f0d6-575b-bb59-89d654607ccb,beekeeping products
ab9600a9-07b6-5147-9372-f93f37eb103e,seed oil
757364ba-464a-5298-965e-37bf54d0b4de,onions
c72c3fb4-89d6-57d0-81b3-6db2c1cbee27,organic products
5aaf40c5-16ab-56a2-baeb-a7836809bc87,biological oils
6323bff5-2540-5ae3-bf13-def9568fd4ef,"meats, cooked and cured"
6b38b7df-40a6-54e3-bf6e-20699c2686df,engineering - industrial contractors
7adf9ee8-1ca7-5d3c-864d-1a5b3e698ff4,"goods handling systems, continuous"
b5888ce4-cca4-544c-938e-73df6f4a68d0,palletising systems
25aa2367-ebfa-5429-b484-e5851495565a,palletisers for bags
82da7a13-e35f-5c5c-909b-f4bbd9787749,bag filling machinery
f5fab5e3-b531-53fe-aff4-0f7299cdf288,big bag filling systems
97538f09-8805-55a5-b08e-2c9a6020913e,machines and systems for sealing bags
231f8bf0-1db8-5cf3-8bc3-7ca3038563dc,tubular pouches
31f63bf5-3ec2-5317-953b-5b2d42b92691,tubular bag machines
ccf1fee4-21d3-59b5-bac7-5e561d6b042b,"starch, industrial"
84909799-31c0-58da-baa8-2154aa8ce7be,organic animal feed
5afdb151-8161-56ef-94a9-92468e3d60dd,thickening agents for the food processing industry
3e25d9bb-c68d-5a10-b93b-b9546871e279,organic starch
12fdc426-6410-51d9-8a70-bf1642dade43,animal feed
8fe94571-2661-5713-a243-6be74370cbd8,thickening agents for the cosmetic industry
ac457a58-192a-54e3-9958-63f80a4eb149,modified starch
8ff5aadf-7773-5ce3-96f3-a4d9f93aa893,recipients
595dac75-3218-510a-bcb9-8fcff3286794,chemical products for the textile axillary industry
0ca04022-8491-57de-b61b-407efcbf8962,powdered and condensed milk
0658abe5-b188-5d9d-9418-61e6b02cd0fd,skilled milk powder
8420318b-0bce-5086-829c-1bc570a01951,milk - distribution
4324fb2b-b24f-5f73-ba21-74004ac788fd,full cream powdered milk
2a717f32-edd1-5240-bc18-8e8b2bbd8957,"disinfectant, non-medical"
3678caa4-9359-5192-94c9-9bd07e4460fa,hand disinfectant
ad334a20-6468-5e1d-903a-a43aa314ba3a,room fragrance
c0e65c5c-50a8-5d38-a6a2-78f24d996774,home fragrance sprays
6f9b0665-b3f2-5f0d-97ff-df1b381f97f5,"chocolate, filled"
853e48e1-43f6-5fc2-b63f-da15fe05639e,company gift
67b9da62-d849-50c0-95e5-9393dbf84537,private label
00b44d77-1718-5baa-938a-353b3eb99cc0,chocolate bar
533f21a0-4ec0-5bfd-b506-9d49044ebc1e,drinking chocolate
65388a11-ec7e-5ec0-981d-46b973964b0c,custom-made
4f8ea804-aa29-548d-b917-67bfa0249844,filled chocolate with log
a42e99db-de6c-50ab-85d4-ff840d39753c,handmade chocolate
94b90dc1-af82-5726-b636-708d6b9c2cbe,chocolate
9b08e532-404b-5d2d-bd90-e10d9f145d12,printed filled chocolate
212b76a5-d4d5-5f0c-bbad-11ca221b7f5e,olive oil
f4967461-71b1-5755-b1cc-03daa0263046,construction machinery
589ace42-6c91-5d1b-89eb-15aa1086a8bc,meats
84ef432a-4311-5ce4-bfb0-32d50afe351b,sunflower oil
d15ce4fa-f800-509d-a478-754d8193367b,animals & livestock
ff902bf1-aea3-53b2-b537-e88d8f4965ae,dog food
777a452e-8496-5a79-b9ec-35d31a543732,stud farms
29be3d10-552d-5f72-8848-5aa2b1e268ee,"aquarium, terrariums and accessories"
b0e63c4c-2497-5a30-81e9-7ff13ad6f1ec,well construction
660a4d3d-9fca-59c2-b439-2ae3c8eaae64,acrylic glass
1e9df005-0efa-5ea4-a3cf-f6c8859e2ee2,water games
b90e24cb-1eab-543a-be7f-1bd2f248a2d8,pool drooping products
758c165c-96d2-5335-8916-4cbe26ccdded,cat food
a4c84301-eeeb-52a7-9f1b-c4e4199cadea,fodder and straw
7753ba23-973f-5d04-91b0-afb3b05f7158,biological needs
9c28037b-175f-5393-ad78-6d09220d3ab7,pellet needs
6de89526-9d24-578c-bb7d-8165fe100cdd,dogs and cats - articles for
f776ce60-77d3-59b7-8eaf-03adf3891d4c,"fish, processing"
a1f37a1c-2d88-564a-8ea4-79406440829d,meat
ca78c4f8-67c7-5f26-8623-a8ef88f83dae,leashes
9df8d951-b044-5783-841e-332e6c79f355,string ties
26d8bfe0-2f01-5201-9f41-1e2dea84606c,"fish, seafood and nails, preserved"
d7604b3a-128b-5364-896b-c899ae50cdb8,birdseed
e7633c00-d1d6-5ef1-9bf5-cf51b978234a,pet supplies
3e02c224-be1d-5b41-912c-d3186c2916e1,"fish, fresh-water"
9a5d8c4d-b811-558e-a4b3-78da8a0dd77b,prefix for livestock and poultry
90ed0c08-acc4-5c42-83f1-aa33bda68a4c,"cattle, dairy"
28c3135e-ce4d-50dc-bdac-27962068fdc9,research & development studies in the agricultural and zootechnical sector
d5793f52-5179-5db4-b5b7-6f1dbbda2e81,livestock
549e81cf-de29-5aee-abfc-0509661e31b3,"calves and cattle, slaughter"
c86a942e-f077-524b-9645-d49b58c59ed0,"grains, livestock and poultry"
721f4ae1-e779-595a-a70d-bf8662930902,livestock - services
559fb7bb-53bc-5732-b4aa-06356eecf6bc,veterinary services
7b0521a5-ed1d-59e5-9f70-6bdcc3eb90b6,pellets
aa65b830-5287-523a-a544-3f6f44d49a98,distribution of food products
04a0c2e8-f6e0-5c50-bb6d-a72715084619,refined sunflower oil
68d2dff0-e31c-5f18-8bb4-9417817abea6,non-alcoholic drinks
d2ec94c0-07e3-5bd1-aba2-058a7bc8ed34,vegetable oils
a2fb4e87-7727-57d0-8ff8-315eea4bf05b,soft drinks
ca3fab56-ae71-57a6-988b-4a983e1dde15,energy drinks
798a70e2-2499-5721-8e84-49f9618f6a37,customized cock cold can
3a102019-5da4-5af8-a880-bb5f80fa7f9f,alcoholic beverages
a02838b1-4eef-5168-9aad-f0949349acba,"additions, food"
45b8479b-9cfe-5217-b3bc-981cc68e9b85,cod flowers
9e4b3740-5719-5415-9b38-87a89f7a90a4,cod oils
099c9004-ec16-55f8-a20d-0abafc62e1da,cod drops
ba173c95-daf8-5b4e-8c5e-d5c0e31d1df8,greenhouse equipment
6759125b-3f54-57d3-aeb0-c48a78f76518,led lighting systems
dcdfd1ba-e601-5b77-905d-909d4675047f,cod crystals
2222fceb-0d8d-5236-9aee-e0fdc94f74e1,hemp oil
7e658fb7-c8ee-5c45-aecf-51f42852714b,pharmaceuticals - basic and axillary products
114ac588-9a78-582e-8529-f5cd803be997,pharmaceutical products
392605e7-1834-5be7-b575-37b1bfbdf775,"chemistry, organic - raw materials and derivatives"
31f205ae-4eb5-53df-932c-b3a2b97399c2,"cleaning and maintenance products, industrial"
7200098b-263d-537d-8086-6a1c19cf8e01,raw materials for construction and public works
6c9d0e7e-0a36-5feb-a28b-8ee5981c90bb,cosmetic
373bed48-67cd-5130-9419-f4f94a38a130,"meats, butcher and delicatessen - machinery and equipment"
85a0727f-bc4f-50d7-b91e-93ece5fc6b13,"sheets, plastic"
d69c0b75-bc2c-536a-a6e2-ed00dcec9aed,drainage technology
ebb6b153-520d-5850-aa58-26c0fd1058f4,wash hand basins
0826ff7b-6ed9-5c0f-8efe-a5000cb4bbcc,washing troughs
6ce11405-b664-577e-956a-9db7b56f3852,plate covers
5087db0f-e33b-5e25-9ed1-12c6d5baa99d,grating covers
188d7749-74a0-56f5-8ad6-c98a4dfd2b67,conveyed and storage technology
2c6023e8-1168-5889-9866-463cfb7d8b9d,fish processing - machines and equipment
4b9b5008-56b8-5318-af9b-43dac74b69f6,direct approach recruitment
54ed95b7-0c3a-5abc-901f-ea212baf7bd1,"personnel recruitment, international"
b002c12b-325c-516b-a56e-86545abdf282,recruitment agency
192e3f73-a900-5436-baca-34e1ed8a31be,temporary help - international personnel recruiting
0ba14965-c0d9-54f5-a386-7e105167c8ca,international recruitment office
0b3dd0bb-7323-5fb9-9707-456fa84a3bd4,cheese and dairy products
6db2aaa1-2391-55f6-a89d-4ccb6631be1c,whiskey and champagne
5ffeb62c-3e93-5ce0-bb58-7484b90ac473,pest and german control services
3e1d81c0-6a8b-523e-9437-6b40d7ea87ca,pest control treatment
959388c2-c275-5338-a42c-225f3c2820d6,"phytosanitary products, fungicides and pesticides"
91fdd0a3-dd3a-5dd1-869a-834260ef3d6a,rat extermination and paracitisidal treatments of ground and environment
62c4368b-9373-5b37-8d21-f36f12c0a37d,disinfection and disinfestation of land and environment
8e0ce104-1cc3-5583-a573-ca28c01515a2,seeds
9a5c3057-839b-5612-9eb7-f0fb823b4b28,medicinal hers
c0bd3978-8ca9-5fe3-84c8-6965888072f8,spaces
3c803889-fb48-5c3f-8e7d-1cbdf40371f2,"plants and hers, medicinal"
c014d5ba-693f-5b46-b10a-375a88751a51,essential oils
1765dd05-7434-5de2-a5b6-463624735224,natural and verbal reins
041cb65b-a529-5062-9ecf-b7d72879aef6,hers for cosmetic and perfumed
02b9d483-24ec-5ee9-9525-7dbc7b53ef91,bons trees
8248a694-87f1-5c37-92e7-6d4544200a9c,cut flowers
92d0646a-71ca-5216-912d-ee6adfbed721,green-leaf plants
29124553-90ee-5990-8f6f-30c593f7a9c4,sheep and goats
ff3f74fb-2694-5e58-bb96-8ffee2d508f2,pigs
8c684b58-f1dc-5ff8-8430-98d50f5d66d8,"poultry, rabbits and game - farming"
66b763d6-7870-5c41-ba1b-5720bcc34adc,off
0845b631-c76f-5afc-9e7e-dfe258ded58b,pork
56675c93-b442-5cbc-a22b-4e0f222e3322,petroleum feels and additions
d7291c60-6592-5f5b-93df-936decaafc9a,"hardware, building construction"
8b1ca5a3-aba2-5dfd-a3f5-57281d5cbdd9,eggs
f7f51282-fb05-529c-9ad5-3d135b8c9e47,"hand tools, non-power"
02102f78-f046-5ffe-9ca8-f4c884e7e60d,nuts and bolts
7fa42374-1394-5bd9-bb0a-395eea8ba2db,"plunging, domestic"
c5a55ca6-e465-5de2-825a-4af2104c89ce,flour-filling
fbf93022-66b7-5058-8049-345bde33f431,natural fertilizes
808cfb48-9d43-57e4-afff-c4b3e9868949,"traitors and trailer, agricultural"
bfe6c1e9-941a-5ee9-b4c6-95eecef5d6fd,horse riding - equipment and accessories
34a99246-9d81-5410-86a1-de66856fec85,gymnastics and physical training - equipment and supplies
8a77cd16-812a-5094-b9f9-534ef725a4d1,water sports - equipment
367f5c3e-301c-5738-8271-96c3c50f199f,"starch, enable"
410d043b-bcfc-533c-8bcd-cb5ca251f2cb,reaching and career support organisation
14a00b60-1f78-5876-bf38-5bd7d00c6693,marketing - research
f52a98e3-ac70-5d98-a8b8-79d91010836c,electricity - production and distribution
d55beafc-36c5-538d-a215-381ea14c3a74,gardening and horticulture - machinery and equipment
cfce6a31-27b0-50ce-bf70-286b2957a6ad,livestock raising - machinery and equipment
c5454969-1d26-5239-9c30-b896223be8ec,"building materials, manufacture - machinery and equipment"
aae41700-fbf3-555e-bb9c-14db664068e2,explosives and fireworks
aac6a17f-2b8f-5247-a9e9-33c7cd3b4666,seat and compose
5d028c47-ba1b-5a1e-8665-6aa686238d0e,pleasure boats
ad1c44cc-add8-5fbb-b94f-e8675eac9a7d,"pleasure boats - components, engines and equipment"
a77389ed-90e6-5214-9b20-317706f4e8d5,storage and collection of waste - equipment
8f9b6a37-383a-5bf3-81f8-7ff8c0d50e98,recalling - machines and installation
35701b15-cd5f-5c5c-8e78-bab26cbe4c0f,air purification - equipment and systems
7855cbcf-6431-5c33-b43a-156fbfb33a02,electric and electronic components - machines for manufacturing
7821c325-499f-57b3-bf39-b114cb65fbf5,finishing work
923fff6d-d376-556d-9fa1-092f5e402e30,electricity - works
bdee2efa-baac-5bd8-9ce8-c11da2958821,medicine and surgery - apparatus and equipment
62d57884-a907-5590-bdac-50674a46b61f,"bread, cakes and parties"
554f3281-a437-5cbd-91b6-c8df80a9d92f,"water treatment, industrial - systems and equipment"
bd4342bf-690c-52c9-86d0-838f81812c4c,"fabric, coated"
23bec39e-0dfa-5be9-b3d7-89e0220c15b7,plastic - household products
40c02c2c-8719-5d3b-82ca-b850fa1c9608,cake miles
b55100b1-0815-59e9-8b88-99fb3ed3838a,food industry - machinery and equipment
de8284b5-7a7a-5f4f-8839-0ec39811e4e0,past machines
6a5a2b20-c86a-504f-bfe3-66d0c63843ab,nest past production line
fab68b2f-5b71-5bfd-9fd3-9827b20c2a3e,organic foods
99c2c63d-da44-571a-ad4f-a494901ca06f,dried vegetables
b3082913-9ed3-5024-b241-7098cf6a3c06,crown organic
287df590-c74f-5689-bf8b-b418dbf6e2b1,"fruits, dried"
4d84aa70-0ddb-5adb-bf6a-a9c9388e7283,cheese
8981b8d3-c8d5-5d6b-8aa2-1a2056d77cef,dry fruits
a5f9f327-6ded-5457-ba64-b4c7d53578ea,dried apricots
7af15790-863c-5867-b74f-405ac6b04129,fruits and vegetables - import-export
0b6d4fd8-3d47-5296-9356-bb102348ad47,perfume and beauty products
b2391112-75e3-5457-ba42-7970e74d96b9,egg products
74490c3d-3a99-514a-8014-e693853bb180,robotics
caf80362-daa0-53cb-85c7-f57cbc7d2853,plastic - packing
b80f009a-c2fd-50a9-879f-7eaf7c3fc6c7,environmental-friendly packing
9a9995ce-8a79-5b86-8730-556b669044fa,egg transportation systems
f6b5b7ac-3a2a-594c-97ac-40c3d9640af2,packing assistance
01cfedde-883a-551c-88bb-9684727c4011,electronic data processing - software
677aea02-da24-5d24-8eaf-79844734e1fc,environmental clean-up - machines and equipment
cad9d065-dfcd-529c-908a-5db4f0808728,cement and additions
7399da35-a7f8-55e3-b21e-33a7b818443e,industrial building construction
41888980-f1fe-5016-90f6-c9aad3eb9874,soil
85e8a868-a9b1-5942-a879-a8728d73b607,warehouse logistics
1dd78a9a-d3dc-591d-abfc-55d2257f88f2,commissioning (services)
c036d89d-5c57-5541-84c4-63a54f5da00d,storage logistics
b7be4628-2479-55ce-b7ea-8be7742719fe,food transportation
55b94f4f-42bc-5b62-9049-161ec26e6ef3,quality control for food products
98f7c810-c6ba-58c1-b402-fef0f5d81859,packing for the food processing industry
bcfd347a-472c-533e-8542-f8c504d9f158,service logistics
6fe17a06-c300-5953-988a-5e0b3bf3ac70,distribution (service)
f733e07c-58dd-5851-91c6-d924ce8fa24c,cold goods storage (service)
569d52ce-9fc4-576f-aab5-5dd769a1e285,"coating, patties and sealing products"
3ee43c68-c7e6-59c6-b83c-4b9e2e3f8d54,electronics - import-export
1c78028d-c798-5ef0-b5e9-9285dd95dcb7,import-export - textile and clothing
bc4faa05-0a48-5882-9b17-b79c9797ba0c,clothing - import-export
dfe80186-2447-5117-adc9-ca86f7ed74b5,import-export - furniture and fitting
0cc4824c-85ef-5758-8314-0c0dc3e3f9ff,import-export - wood
fa59044e-acbe-5a36-96c2-c370d8d8d193,import-export - computers
e62660f6-05cd-5d0e-8ff9-4b31287b5c0a,import-export - electrical and electronic equipment
5d8a8666-656c-5a3f-9e23-86b3c7a19aab,calomel candles
a37d6502-bb1e-50aa-8ee5-39281693516a,food
07e9bfa1-a148-560a-ae23-0136af5bcbdf,wines
436e3bbc-1fba-56f1-8e8a-ceebc9191f89,mineral water
2e735a31-8b3a-59ac-8927-78d1d44cbd9a,crushing and grinding machinery
a9663462-c1ad-5562-945b-d5efb41d3659,baker and confectioner industry - machinery and equipment
35bc9f70-fd9e-5184-926d-f535dfd8de09,fairies - machinery and equipment
584b87a8-3c28-5900-9fdb-5296a237bd29,parties
81f9b26a-767f-5e9e-9940-3bab3fc5f0b5,"meat, preserved"
01a3bc44-54c5-5c5f-8bc1-d1a2376226b6,baker ovens
3d664d95-c050-5179-a128-6a5c83d8a865,machine tools - metal machining
2803750e-655c-5ac7-b609-408e910948c4,mechanical engineering - custom work
38a2829e-64fd-51be-9a08-3bc7838e4e1c,"leather goods, fine"
3d71f5a2-f968-58bb-a81f-6d8bfc751453,ice cream and streets
51e28629-b0b5-5fdb-b673-37d65f32969e,"bread, factory-baked"
3a9562ab-0e40-5e46-b90f-1573b6d2b72c,confectioner
503134a3-3001-51dc-a977-eb7b7e724baf,"vegetables, fresh"
cebb8725-958e-560e-937b-89384e0811b7,"cream, sour"
dcddb6d3-f050-5818-9276-bbbab66d0ea1,cars
92565749-da26-59a4-ac73-55342c3c226d,"cars, used"
d9d21d47-13e1-5539-9d2a-33c021a7a04e,road transport
6ed82413-c80f-58db-9f14-6220c0377d55,watering for professional bodies
ee4446af-a777-5ead-a0c8-84af47c3d7de,foods - sports
58af9dec-6737-5187-9582-09bc419690c9,beverages - concentrated and powders
bac941ed-819e-58b2-8b26-6d8fc386475d,wines - france
1fe48db8-3860-5073-b72e-b7715c902cea,"coating, plastic"
4b464559-8da5-5173-9e9c-101f1c7523e7,skin and winter sports - equipment and accessories
ea363c52-89c5-53c5-8df5-168b3a1a32b5,hunting and fishing equipment and special products
8cd8b64e-65e6-5a5b-b308-b48115de4c82,hunting equipment
308036d8-1844-573c-ad14-9d020800dfcd,hunting weapons and ammunition
63f3924f-5d71-538e-ad51-46a6c78f4c78,sporting weapons
2eab41e4-cac4-5543-845e-88d4a132a9f1,hunting and fishing clothes
94732890-1dc9-569e-9a77-416939969a6d,regional costumes
789a949c-9ab2-5f6b-b8af-72d23d53b04f,wing shooting weapons
b93ce2cd-961e-528e-860a-189256824b1f,target shooting weapons
ce0d64bc-2f2b-5c57-9c85-f2a7f37cce37,safes and vault
1fb987fd-d684-5eb0-ab71-d0c2963909d9,"housewife, metal"
6cf597d2-2527-56a1-8b6e-62ec8e427e1f,knives and scissors for household and professional use
e03a870b-6685-5ae7-8a35-ed8e4224e092,fishing equipment
9e74de4c-6950-540c-bb7b-a00f2efd6280,fishing rods
ede1b743-2680-5aac-b081-7ff8c8c1f01c,fishing gear
952dad88-bd5d-5ab0-b4bf-62974f685e3b,fishing line
5beb10e4-41e6-5a41-b5b4-19599180a1ef,fishing nets
972c56d9-aee8-5357-9f62-eee9f5333e6c,"leather goods, pocket"
dcc293fb-4de9-5020-a722-3f8d346d79c6,sportswear
bbc425f8-6e0d-5e1c-9285-ea6e9f6e6818,"lingered, underwear and indoor clothing"
e4dd951d-9a53-5f67-a84f-6ecf4f054193,games and toys
435e4137-4d0a-5f41-ba79-7beed4972f49,sales department
9e9b8d09-62d9-5756-b6c5-0a4e74b1f394,sports clubs and federations - fishing
025a729d-bc54-5c05-a94b-2e75c217fb53,smoked and halted fish
0824615e-5fad-5427-a430-8bf5ddf94acb,ship equipment
de1caf89-d644-5633-a373-ca1496b85eca,fishing boats - equipment and materials
ab15e579-a3d9-5a07-8f28-214c96366079,cords and strings
1f062a7a-5f25-5e7e-870e-f08c712b10d6,"composition, photocomposition and photoengraving"
b0af89c9-3ecb-5313-bd55-7735bb515d39,chemical industry - machinery and equipment
765ff259-37d2-5660-bfbc-5ed58938f4f7,products - phytosanitary
3ad2e5be-28ce-5af4-9ddc-e9cee613fefd,"extracts, food"
28dd9111-7944-5b49-9742-2c091ad57872,textile finishing
f542170b-baa1-5237-8585-fcf9ffd1aa77,"trimming, embroidery and tell"
56104da9-3f4d-5747-99ec-9f1318871c02,fruit preserves and james
